word,tags1
음식,TOPIK 1
음식점,TOPIK 1
음악,TOPIK 1
음악가,TOPIK 1
응,TOPIK 1
의미,TOPIK 1
의자,TOPIK 1
이,TOPIK 1
이거,TOPIK 1
이것,TOPIK 1
이곳,TOPIK 1
이기다,TOPIK 1
이날,TOPIK 1
이다,TOPIK 1
이따가,TOPIK 1
이때,TOPIK 1
이런,TOPIK 1
이렇다,TOPIK 1
이름,TOPIK 1
이마,TOPIK 1
이모,TOPIK 1
이미,TOPIK 1
이번,TOPIK 1
이분,TOPIK 1
이불,TOPIK 1
이사,TOPIK 1
이삿짐,TOPIK 1
이상,TOPIK 1
이십,TOPIK 1
이야기,TOPIK 1
이용,TOPIK 1
이웃,TOPIK 1
이월,TOPIK 1
이유,TOPIK 1
이제,TOPIK 1
이쪽,TOPIK 1
이틀,TOPIK 1
이해,TOPIK 1
이후,TOPIK 1
익숙하다,TOPIK 1
인기,TOPIK 1
인도네시아,TOPIK 1
인분,TOPIK 1
인사,TOPIK 1
인삼,TOPIK 1
인정받다,TOPIK 1
인천,TOPIK 1
인터넷,TOPIK 1
인형,TOPIK 1
일곱,TOPIK 1
일기,TOPIK 1
일본,TOPIK 1
일부,TOPIK 1
일식,TOPIK 1
일식집,TOPIK 1
일어나다,TOPIK 1
일어서다,TOPIK 1
일요일,TOPIK 1
일월,TOPIK 1
일주일,TOPIK 1
일찍,TOPIK 1
일흔,TOPIK 1
읽다,TOPIK 1
잃다,TOPIK 1
잃어버리다,TOPIK 1
입,TOPIK 1
입구,TOPIK 1
입다,TOPIK 1
입술,TOPIK 1
입원,TOPIK 1
입장권,TOPIK 1
입학,TOPIK 1
입학시험,TOPIK 1
있다,TOPIK 1
잊다,TOPIK 1
잊어버리다,TOPIK 1
잎,TOPIK 1
자기소개,TOPIK 1
자꾸,TOPIK 1
자다,TOPIK 1
자동차,TOPIK 1
자동판매기,TOPIK 1
자라다,TOPIK 1
자랑,TOPIK 1
자르다,TOPIK 1
자세히,TOPIK 1
자식,TOPIK 1
자연,TOPIK 1
자유,TOPIK 1
자장면,TOPIK 1
자전거,TOPIK 1
자주,TOPIK 1
자판기,TOPIK 1
작년,TOPIK 1
작다,TOPIK 1
잔,TOPIK 1
잔치,TOPIK 1
잘,TOPIK 1
잘되다,TOPIK 1
잘못,TOPIK 1
잘못되다,TOPIK 1
잘못하다,TOPIK 1
잘생기다,TOPIK 1
잘하다,TOPIK 1
잠,TOPIK 1
잠깐,TOPIK 1
잠시,TOPIK 1
잠자다,TOPIK 1
잡다,TOPIK 1
잡수시다,TOPIK 1
잡지,TOPIK 1
잡채,TOPIK 1
장,TOPIK 1
장갑,TOPIK 1
장난감,TOPIK 1
장마,TOPIK 1
장미,TOPIK 1
장소,TOPIK 1
재료,TOPIK 1
재미,TOPIK 1
재미없다,TOPIK 1
재미있다,TOPIK 1
재채기,TOPIK 1
저,TOPIK 1
저거,TOPIK 1
저것,TOPIK 1
저곳,TOPIK 1
저금,TOPIK 1
저녁,TOPIK 1
저런,TOPIK 1
저렇다,TOPIK 1
저번,TOPIK 1
저분,TOPIK 1
저쪽,TOPIK 1
저희,TOPIK 1
적다,TOPIK 1
적당하다,TOPIK 1
전,TOPIK 1
전,TOPIK 1
전공,TOPIK 1
전기,TOPIK 1
전부,TOPIK 1
전철,TOPIK 1
전체,TOPIK 1
전하다,TOPIK 1
전혀,TOPIK 1
전화,TOPIK 1
전화기,TOPIK 1
전화번호,TOPIK 1
젊다,TOPIK 1
점수,TOPIK 1
점심,TOPIK 1
점심때,TOPIK 1
점심시간,TOPIK 1
점점,TOPIK 1
접다,TOPIK 1
접시,TOPIK 1
젓가락,TOPIK 1
정거장,TOPIK 1
정도,TOPIK 1
정류장,TOPIK 1
정리,TOPIK 1
정말,TOPIK 1
정문,TOPIK 1
정신없이,TOPIK 1
정하다,TOPIK 1
정형외과,TOPIK 1
정확,TOPIK 1
젖다,TOPIK 1
제목,TOPIK 1
제일,TOPIK 1
제주도,TOPIK 1
조금,TOPIK 1
조금씩,TOPIK 1
조심,TOPIK 1
조용하다,TOPIK 1
조용히,TOPIK 1
조카,TOPIK 1
졸다,TOPIK 1
졸업,TOPIK 1
좀,TOPIK 1
좁다,TOPIK 1
종류,TOPIK 1
종업원,TOPIK 1
종이,TOPIK 1
좋다,TOPIK 1
좋아하다,TOPIK 1
죄송하다,TOPIK 1
주,TOPIK 1
주다,TOPIK 1
주로,TOPIK 1
주말,TOPIK 1
주머니,TOPIK 1
주무시다,TOPIK 1
주문,TOPIK 1
주변,TOPIK 1
주부,TOPIK 1
주사,TOPIK 1
주소,TOPIK 1
주스,TOPIK 1
주위,TOPIK 1
주인,TOPIK 1
주일,TOPIK 1
주차,TOPIK 1
주차장,TOPIK 1
주황색,TOPIK 1
죽다,TOPIK 1
준비,TOPIK 1
줄,TOPIK 1
줄다,TOPIK 1
줄이다,TOPIK 1
줍다,TOPIK 1
중간,TOPIK 1
중국,TOPIK 1
중국집,TOPIK 1
중심,TOPIK 1
중앙,TOPIK 1
중요,TOPIK 1
중학교,TOPIK 1
중학생,TOPIK 1
즐거워하다,TOPIK 1
즐겁다,TOPIK 1
즐기다,TOPIK 1
지갑,TOPIK 1
지금,TOPIK 1
지나가다,TOPIK 1
지나다,TOPIK 1
지난달,TOPIK 1
지난번,TOPIK 1
지난주,TOPIK 1
지난해,TOPIK 1
지내다,TOPIK 1
지루하다,TOPIK 1
지르다,TOPIK 1
지우개,TOPIK 1
지우다,TOPIK 1
지키다,TOPIK 1
지하,TOPIK 1
지하도,TOPIK 1
지하철,TOPIK 1
지하철역,TOPIK 1
직업,TOPIK 1
직원,TOPIK 1
직장,TOPIK 1
직접,TOPIK 1
진짜,TOPIK 1
진하다,TOPIK 1
질문,TOPIK 1
짐,TOPIK 1
집,TOPIK 1
집들이,TOPIK 1
집안일,TOPIK 1
짓다,TOPIK 1
짜증,TOPIK 1
짝,TOPIK 1
짧다,TOPIK 1
짬뽕,TOPIK 1
찌개,TOPIK 1
찌다,TOPIK 1
차,TOPIK 1
차갑다,TOPIK 1
차다,TOPIK 1
차례,TOPIK 1
착하다,TOPIK 1
찬물,TOPIK 1
참,TOPIK 1
참다,TOPIK 1
참외,TOPIK 1
창문,TOPIK 1
찾다,TOPIK 1
찾아가다,TOPIK 1
찾아보다,TOPIK 1
찾아오다,TOPIK 1
채소,TOPIK 1
책,TOPIK 1
책상,TOPIK 1
책장,TOPIK 1
처음,TOPIK 1
천,TOPIK 1
천만,TOPIK 1
천천히,TOPIK 1
첫,TOPIK 1
첫날,TOPIK 1
첫째,TOPIK 1
청년,TOPIK 1
청바지,TOPIK 1
청소,TOPIK 1
청소년,TOPIK 1
체육관,TOPIK 1
체크무늬,TOPIK 1
쳐다보다,TOPIK 1
초,TOPIK 1
초대,TOPIK 1
초대장,TOPIK 1
초등학교,TOPIK 1
초등학생,TOPIK 1
초록색,TOPIK 1
초콜릿,TOPIK 1
최고,TOPIK 1
최근,TOPIK 1
추다,TOPIK 1
추석,TOPIK 1
축구,TOPIK 1
축구공,TOPIK 1
축하,TOPIK 1
출구,TOPIK 1
출근,TOPIK 1
출발,TOPIK 1
출석,TOPIK 1
출입,TOPIK 1
출입국,TOPIK 1
출장,TOPIK 1
출퇴근,TOPIK 1
춤,TOPIK 1
춤추다,TOPIK 1
춥다,TOPIK 1
충분하다,TOPIK 1
취미,TOPIK 1
취소,TOPIK 1
취직,TOPIK 1
층,TOPIK 1
치과,TOPIK 1
치료,TOPIK 1
치마,TOPIK 1
치약,TOPIK 1
치킨,TOPIK 1
친구,TOPIK 1
친절,TOPIK 1
친척,TOPIK 1
친하다,TOPIK 1
칠,TOPIK 1
칠십,TOPIK 1
칠월,TOPIK 1
칠판,TOPIK 1
침대,TOPIK 1
침실,TOPIK 1
칫솔,TOPIK 1
칭찬,TOPIK 1
카드,TOPIK 1
카레,TOPIK 1
카메라,TOPIK 1
카페,TOPIK 1
칼,TOPIK 1
칼국수,TOPIK 1
캐나다,TOPIK 1
커피,TOPIK 1
커피숍,TOPIK 1
컴퓨터,TOPIK 1
컵,TOPIK 1
케이크,TOPIK 1
켜다,TOPIK 1
켤레,TOPIK 1
코,TOPIK 1
코끼리,TOPIK 1
콘서트,TOPIK 1
콜라,TOPIK 1
콧물,TOPIK 1
콩,TOPIK 1
크기,TOPIK 1
크다,TOPIK 1
크리스마스,TOPIK 1
큰소리,TOPIK 1
키우다,TOPIK 1
킬로그램,TOPIK 1
킬로미터,TOPIK 1
탁구,TOPIK 1
탕수육,TOPIK 1
태국,TOPIK 1
태권도,TOPIK 1
태극기,TOPIK 1
태도,TOPIK 1
태어나다,TOPIK 1
태풍,TOPIK 1
택배,TOPIK 1
택시,TOPIK 1
터미널,TOPIK 1
테니스,TOPIK 1
테니스장,TOPIK 1
테이블,TOPIK 1
텔레비전,TOPIK 1
토끼,TOPIK 1
토마토,TOPIK 1
토요일,TOPIK 1
통장,TOPIK 1
통화,TOPIK 1
퇴근,TOPIK 1
퇴원,TOPIK 1
튀기다,TOPIK 1
튀김,TOPIK 1
트럭,TOPIK 1
특별하다,TOPIK 1
특별히,TOPIK 1
특히,TOPIK 1
튼튼하다,TOPIK 1
틀다,TOPIK 1
틀리다,TOPIK 1
티셔츠,TOPIK 1
팀,TOPIK 1
파란색,TOPIK 1
파랗다,TOPIK 1
파티,TOPIK 1
팔,TOPIK 1
팔다,TOPIK 1
팔리다,TOPIK 1
팔십,TOPIK 1
팔월,TOPIK 1
펴다,TOPIK 1
편리,TOPIK 1
편안,TOPIK 1
편의점,TOPIK 1
편지,TOPIK 1
편찮다,TOPIK 1
편하다,TOPIK 1
평소,TOPIK 1
평일,TOPIK 1
포도,TOPIK 1
포장,TOPIK 1
푸르다,TOPIK 1
푹,TOPIK 1
풀다,TOPIK 1
풍경,TOPIK 1
프라이팬,TOPIK 1
프랑스,TOPIK 1
프로그램,TOPIK 1
피,TOPIK 1
피곤,TOPIK 1
피다,TOPIK 1
피아노,TOPIK 1
피우다,TOPIK 1
피자,TOPIK 1
필요,TOPIK 1
필통,TOPIK 1
하나,TOPIK 1
하늘,TOPIK 1
하늘색,TOPIK 1
하다,TOPIK 1
-하다,TOPIK 1
하루,TOPIK 1
하숙비,TOPIK 1
하숙집,TOPIK 1
하얀색,TOPIK 1
하얗다,TOPIK 1
하지만,TOPIK 1
학교,TOPIK 1
학기,TOPIK 1
학년,TOPIK 1
학생,TOPIK 1
학생증,TOPIK 1
학원,TOPIK 1
한가하다,TOPIK 1
한강,TOPIK 1
한국,TOPIK 1
한글,TOPIK 1
한두,TOPIK 1
한번,TOPIK 1
한복,TOPIK 1
한식,TOPIK 1
한식집,TOPIK 1
한옥,TOPIK 1
한잔,TOPIK 1
한턱,TOPIK 1
할머니,TOPIK 1
할아버지,TOPIK 1
할인,TOPIK 1
함께,TOPIK 1
항공,TOPIK 1
항공권,TOPIK 1
항상,TOPIK 1
해마다,TOPIK 1
해외,TOPIK 1
해외여행,TOPIK 1
햄버거,TOPIK 1
햇빛,TOPIK 1
행동,TOPIK 1
행복,TOPIK 1
허리,TOPIK 1
헤어지다,TOPIK 1
헬스클럽,TOPIK 1
혀,TOPIK 1
현금,TOPIK 1
현재,TOPIK 1
형,TOPIK 1
형제,TOPIK 1
호,TOPIK 1
호랑이,TOPIK 1
호수,TOPIK 1
호텔,TOPIK 1
혹시,TOPIK 1
혼자,TOPIK 1
홍차,TOPIK 1
화가,TOPIK 1
화나다,TOPIK 1
화내다,TOPIK 1
화려하다,TOPIK 1
화요일,TOPIK 1
화장실,TOPIK 1
화장품,TOPIK 1
환영,TOPIK 1
환자,TOPIK 1
환전,TOPIK 1
활발히,TOPIK 1
회사,TOPIK 1
회사원,TOPIK 1
회색,TOPIK 1
회원,TOPIK 1
회의,TOPIK 1
횡단보도,TOPIK 1
후,TOPIK 1
후배,TOPIK 1
훌륭하다,TOPIK 1
훨씬,TOPIK 1
휴가,TOPIK 1
휴게실,TOPIK 1
휴대폰,TOPIK 1
휴일,TOPIK 1
휴지,TOPIK 1
휴지통,TOPIK 1
흐르다,TOPIK 1
흐리다,TOPIK 1
흔들다,TOPIK 1
흘리다,TOPIK 1
희망,TOPIK 1
흰색,TOPIK 1
힘,TOPIK 1
힘들다,TOPIK 1
-가,TOPIK 2
가까이,TOPIK 2
가꾸다,TOPIK 2
가난,TOPIK 2
가능,TOPIK 2
가능성,TOPIK 2
가득하다,TOPIK 2
가득히,TOPIK 2
가라앉다,TOPIK 2
-가량,TOPIK 2
가렵다,TOPIK 2
가로,TOPIK 2
가로등,TOPIK 2
가로막다,TOPIK 2
가루,TOPIK 2
가르다,TOPIK 2
가리다,TOPIK 2
가만,TOPIK 2
가만있다,TOPIK 2
가만히,TOPIK 2
가뭄,TOPIK 2
가사,TOPIK 2
가스,TOPIK 2
가스레인지,TOPIK 2
가습기,TOPIK 2
가입,TOPIK 2
가입자,TOPIK 2
가장,TOPIK 1
가전제품,TOPIK 2
가정,TOPIK 2
가정주부,TOPIK 2
가져다주다,TOPIK 2
가죽,TOPIK 2
가지,TOPIK 1
가짜,TOPIK 2
가치,TOPIK 2
가치관,TOPIK 2
가톨릭,TOPIK 2
각,TOPIK 2
각국,TOPIK 2
각오,TOPIK 2
각자,TOPIK 2
각종,TOPIK 2
간,TOPIK 2
간,TOPIK 2
-간,TOPIK 2
간격,TOPIK 2
간섭,TOPIK 2
간신히,TOPIK 2
간절하다,TOPIK 2
간접적,TOPIK 2
간지럽다,TOPIK 2
간판,TOPIK 2
간편하다,TOPIK 2
간호,TOPIK 2
간혹,TOPIK 2
갇히다,TOPIK 2
갈다,TOPIK 2
갈등,TOPIK 2
갈라지다,TOPIK 2
갈수록,TOPIK 2
갈증,TOPIK 2
-감,TOPIK 2
감각,TOPIK 2
감다,TOPIK 1
감독,TOPIK 2
감동,TOPIK 2
감동적,TOPIK 2
감상,TOPIK 2
감상문,TOPIK 2
감소,TOPIK 2
감시,TOPIK 2
감싸다,TOPIK 2
감옥,TOPIK 2
감정,TOPIK 2
감추다,TOPIK 2
감히,TOPIK 2
갑작스럽다,TOPIK 2
값싸다,TOPIK 2
강도,TOPIK 2
강물,TOPIK 2
강사,TOPIK 2
강수량,TOPIK 2
강요,TOPIK 2
강의,TOPIK 2
강의실,TOPIK 2
강제,TOPIK 2
강조,TOPIK 2
갖가지,TOPIK 2
갖추다,TOPIK 2
개구리,TOPIK 2
개나리,TOPIK 2
개념,TOPIK 2
개다,TOPIK 2
개미,TOPIK 2
개발,TOPIK 2
개방,TOPIK 2
개별,TOPIK 2
개선,TOPIK 2
개성,TOPIK 2
개인,TOPIK 2
개인적,TOPIK 2
개최,TOPIK 2
개혁,TOPIK 2
-객,TOPIK 2
객관적,TOPIK 2
걔,TOPIK 2
거꾸로,TOPIK 2
거대,TOPIK 2
거두다,TOPIK 2
거들다,TOPIK 2
거래,TOPIK 2
거래처,TOPIK 2
거미,TOPIK 2
거북이,TOPIK 2
거스름돈,TOPIK 2
거지,TOPIK 2
거짓,TOPIK 2
거치다,TOPIK 2
거칠다,TOPIK 2
거품,TOPIK 2
걱정스럽다,TOPIK 2
건너,TOPIK 2
건널목,TOPIK 2
건네다,TOPIK 2
건네주다,TOPIK 2
건드리다,TOPIK 2
건설,TOPIK 2
건전지,TOPIK 2
건조,TOPIK 2
건지다,TOPIK 2
건축,TOPIK 2
걷다,TOPIK 1
걸레,TOPIK 2
걸치다,TOPIK 2
검다,TOPIK 2
검사,TOPIK 1
검색,TOPIK 2
검토,TOPIK 2
겁,TOPIK 2
겁나다,TOPIK 2
겉모습,TOPIK 2
겉옷,TOPIK 2
게,TOPIK 2
게다가,TOPIK 2
게시,TOPIK 2
게시판,TOPIK 2
겨우,TOPIK 2
겨울철,TOPIK 2
격려,TOPIK 2
겪다,TOPIK 2
견디다,TOPIK 2
견학,TOPIK 2
견해,TOPIK 2
결국,TOPIK 2
결근,TOPIK 2
결론,TOPIK 2
결승,TOPIK 2
결제,TOPIK 2
결코,TOPIK 2
결합,TOPIK 2
결혼식장,TOPIK 2
겸손,TOPIK 2
겹치다,TOPIK 2
경계,TOPIK 2
경고,TOPIK 2
경기,TOPIK 1
경기장,TOPIK 2
경력,TOPIK 2
경복궁,TOPIK 2
경비,TOPIK 2
경비실,TOPIK 2
경영,TOPIK 2
경우,TOPIK 2
경쟁,TOPIK 2
경쟁력,TOPIK 2
경제,TOPIK 2
경제력,TOPIK 2
경제적,TOPIK 2
경찰관,TOPIK 2
경향,TOPIK 2
곁,TOPIK 2
계곡,TOPIK 2
계기,TOPIK 2
계산기,TOPIK 2
계산대,TOPIK 2
계약,TOPIK 2
계약금,TOPIK 2
계약서,TOPIK 2
계좌,TOPIK 2
계층,TOPIK 2
고객,TOPIK 2
고구마,TOPIK 2
고국,TOPIK 2
고궁,TOPIK 2
고급,TOPIK 2
고급스럽다,TOPIK 2
고대,TOPIK 2
고독,TOPIK 2
고등,TOPIK 2
고등어,TOPIK 2
고래,TOPIK 2
고려,TOPIK 2
고마워하다,TOPIK 2
고무,TOPIK 2
고백,TOPIK 2
고생,TOPIK 2
고소하다,TOPIK 2
고속,TOPIK 2
고요,TOPIK 2
고유,TOPIK 2
고장,TOPIK 1
고전,TOPIK 2
고정,TOPIK 2
고집,TOPIK 2
고추,TOPIK 2
고춧가루,TOPIK 2
고층,TOPIK 2
고통,TOPIK 2
고통스럽다,TOPIK 2
곡,TOPIK 2
곡식,TOPIK 2
곤란,TOPIK 2
곧다,TOPIK 2
곧바로,TOPIK 2
곧이어,TOPIK 2
곧잘,TOPIK 2
곧장,TOPIK 2
골,TOPIK 2
골고루,TOPIK 2
골다,TOPIK 2
골목,TOPIK 2
골목길,TOPIK 2
골프,TOPIK 2
곰,TOPIK 2
곱다,TOPIK 2
곱하다,TOPIK 2
곳곳,TOPIK 2
공,TOPIK 2
공간,TOPIK 2
공감,TOPIK 2
공개,TOPIK 2
공격,TOPIK 2
공공,TOPIK 2
공공요금,TOPIK 2
공공장소,TOPIK 2
공과금,TOPIK 2
공급,TOPIK 2
공기,TOPIK 2
공동,TOPIK 2
공동체,TOPIK 2
공사,TOPIK 2
공손하다,TOPIK 2
공식,TOPIK 2
공업,TOPIK 2
공연,TOPIK 2
공연장,TOPIK 2
공적,TOPIK 2
공주,TOPIK 2
공중전화,TOPIK 2
공지,TOPIK 2
공통,TOPIK 2
공통점,TOPIK 2
공포,TOPIK 2
공해,TOPIK 2
과,TOPIK 2
과로,TOPIK 2
과목,TOPIK 2
과소비,TOPIK 2
과속,TOPIK 2
과식,TOPIK 2
과연,TOPIK 2
과외,TOPIK 2
과장,TOPIK 2
과정,TOPIK 2
과제,TOPIK 2
과학,TOPIK 2
과학자,TOPIK 2
과학적,TOPIK 2
-관,TOPIK 2
관객,TOPIK 2
관계없다,TOPIK 2
관계없이,TOPIK 2
관계있다,TOPIK 2
관계자,TOPIK 2
관람,TOPIK 2
관람객,TOPIK 2
관련,TOPIK 2
관리,TOPIK 2
관심사,TOPIK 2
관점,TOPIK 2
관찰,TOPIK 2
광경,TOPIK 2
괜히,TOPIK 2
괴로움,TOPIK 2
괴롭다,TOPIK 2
괴롭히다,TOPIK 2
굉장하다,TOPIK 2
굉장히,TOPIK 2
교내,TOPIK 2
교대,TOPIK 2
교류,TOPIK 2
교복,TOPIK 2
교시,TOPIK 2
교양,TOPIK 2
교외,TOPIK 2
교육비,TOPIK 2
교육자,TOPIK 2
교장,TOPIK 2
교재,TOPIK 2
교체,TOPIK 2
교통수단,TOPIK 2
교통편,TOPIK 2
교포,TOPIK 2
교훈,TOPIK 2
구,TOPIK 1
구경거리,TOPIK 2
구르다,TOPIK 2
구매,TOPIK 2
구멍,TOPIK 2
구별,TOPIK 2
구부리다,TOPIK 2
구분,TOPIK 2
구석,TOPIK 2
구성,TOPIK 2
구세대,TOPIK 2
구속,TOPIK 2
구수하다,TOPIK 2
구역,TOPIK 2
구입,TOPIK 2
구조,TOPIK 2
구조대,TOPIK 2
구체적,TOPIK 2
구하다,TOPIK 2
국가,TOPIK 2
국경일,TOPIK 2
국기,TOPIK 2
국내선,TOPIK 2
국립,TOPIK 2
국물,TOPIK 2
국민,TOPIK 2
국산,TOPIK 2
국어,TOPIK 2
국외,TOPIK 2
국제결혼,TOPIK 2
국제선,TOPIK 2
국제화,TOPIK 2
국화,TOPIK 2
국회,TOPIK 2
군,TOPIK 2
군대,TOPIK 2
군데,TOPIK 2
군사,TOPIK 2
굳어지다,TOPIK 2
굳이,TOPIK 2
굴,TOPIK 2
굶다,TOPIK 2
굽,TOPIK 2
굽히다,TOPIK 2
-권,TOPIK 2
권력,TOPIK 2
권리,TOPIK 2
권위,TOPIK 2
권유,TOPIK 2
권하다,TOPIK 2
귀가,TOPIK 2
귀국,TOPIK 2
귀신,TOPIK 2
귀중하다,TOPIK 2
귀하,TOPIK 2
귀하다,TOPIK 2
규모,TOPIK 2
규정,TOPIK 2
규칙적,TOPIK 2
균형,TOPIK 2
그나마,TOPIK 2
그네,TOPIK 2
그녀,TOPIK 2
그늘,TOPIK 2
그다지,TOPIK 2
그대,TOPIK 2
그래도,TOPIK 2
그래프,TOPIK 2
그램,TOPIK 2
그러게,TOPIK 2
그러다,TOPIK 2
그럭저럭,TOPIK 2
그런대로,TOPIK 2
그렇지,TOPIK 2
그룹,TOPIK 2
그리,TOPIK 2
그리움,TOPIK 2
그림자,TOPIK 2
그림책,TOPIK 2
그만큼,TOPIK 2
그만하다,TOPIK 2
그야말로,TOPIK 2
그저,TOPIK 2
그제,TOPIK 2
그제야,TOPIK 2
그중,TOPIK 2
그토록,TOPIK 2
극복,TOPIK 2
극히,TOPIK 2
근거,TOPIK 2
근교,TOPIK 2
근대,TOPIK 2
근데,TOPIK 2
근래,TOPIK 2
근로자,TOPIK 2
근무,TOPIK 2
근본,TOPIK 2
근본적,TOPIK 2
근심,TOPIK 2
근육,TOPIK 2
긁다,TOPIK 2
금,TOPIK 2
금,TOPIK 2
금년,TOPIK 2
금액,TOPIK 2
금연,TOPIK 2
금융,TOPIK 2
금하다,TOPIK 2
급격히,TOPIK 2
급속히,TOPIK 2
급증,TOPIK 2
급히,TOPIK 2
긋다,TOPIK 2
긍정적,TOPIK 2
-기,TOPIK 2
기계,TOPIK 2
기관,TOPIK 2
기구,TOPIK 2
기념,TOPIK 2
기념일,TOPIK 2
기념품,TOPIK 2
기능,TOPIK 2
기다,TOPIK 2
기대,TOPIK 2
기대다,TOPIK 2
기도,TOPIK 2
기독교,TOPIK 2
기둥,TOPIK 2
기록,TOPIK 2
기반,TOPIK 2
기본,TOPIK 2
기본적,TOPIK 2
기부,TOPIK 2
기사,TOPIK 2
기술,TOPIK 2
기술자,TOPIK 2
기억력,TOPIK 2
기업,TOPIK 2
기업가,TOPIK 2
기여,TOPIK 2
기운,TOPIK 2
기울다,TOPIK 2
기울이다,TOPIK 2
기원,TOPIK 2
기적,TOPIK 2
기존,TOPIK 2
기준,TOPIK 2
기지개,TOPIK 2
기초,TOPIK 2
기타,TOPIK 1
기혼,TOPIK 2
기획,TOPIK 2
기후,TOPIK 2
긴급,TOPIK 2
긴팔,TOPIK 2
길가,TOPIK 2
길거리,TOPIK 2
길다,TOPIK 1
김,TOPIK 2
깊이,TOPIK 1
까다,TOPIK 2
까다롭다,TOPIK 2
까닭,TOPIK 2
까먹다,TOPIK 2
깔끔하다,TOPIK 2
깔다,TOPIK 2
깔리다,TOPIK 2
깜깜하다,TOPIK 2
깜박하다,TOPIK 2
깜빡,TOPIK 2
깨,TOPIK 2
깨다,TOPIK 1
깨닫다,TOPIK 2
깨뜨리다,TOPIK 2
깨물다,TOPIK 2
깨어나다,TOPIK 2
깨우다,TOPIK 2
깨지다,TOPIK 2
꺼지다,TOPIK 2
꺾다,TOPIK 2
껍질,TOPIK 2
껴안다,TOPIK 2
꼬리,TOPIK 2
꼭,TOPIK 1
꼭대기,TOPIK 2
꼼꼼하다,TOPIK 2
꼼꼼히,TOPIK 2
꼼짝,TOPIK 2
꼽다,TOPIK 2
꼽히다,TOPIK 2
꽂다,TOPIK 2
꽂히다,TOPIK 2
꽃꽂이,TOPIK 2
꽃무늬,TOPIK 2
꽃잎,TOPIK 2
꽉,TOPIK 2
꽤,TOPIK 2
꾸다,TOPIK 1
꾸리다,TOPIK 2
꾸미다,TOPIK 2
꾸준하다,TOPIK 2
꾸준히,TOPIK 2
꾸중,TOPIK 2
꿀,TOPIK 2
꿇다,TOPIK 2
꿈꾸다,TOPIK 2
꿈속,TOPIK 2
끄덕이다,TOPIK 2
끈,TOPIK 2
끊기다,TOPIK 2
끊어지다,TOPIK 2
끊임없다,TOPIK 2
끊임없이,TOPIK 2
끌다,TOPIK 2
끌리다,TOPIK 2
끌어당기다,TOPIK 2
끌어안다,TOPIK 2
끝내,TOPIK 2
끝없다,TOPIK 2
끝없이,TOPIK 2
끼,TOPIK 2
끼다,TOPIK 1
끼어들다,TOPIK 2
끼우다,TOPIK 2
끼이다,TOPIK 2
끼치다,TOPIK 2
나뉘다,TOPIK 2
나란히,TOPIK 2
나르다,TOPIK 2
나름,TOPIK 2
나무라다,TOPIK 2
나물,TOPIK 2
나뭇가지,TOPIK 2
나뭇잎,TOPIK 2
나비,TOPIK 2
나빠지다,TOPIK 2
나서다,TOPIK 2
나아가다,TOPIK 2
나아지다,TOPIK 2
나이프,TOPIK 2
나타내다,TOPIK 2
낙엽,TOPIK 2
난로,TOPIK 2
난리,TOPIK 2
난방,TOPIK 2
난처하다,TOPIK 2
날개,TOPIK 2
날리다,TOPIK 2
날아가다,TOPIK 2
날아오다,TOPIK 2
날카롭다,TOPIK 2
낡다,TOPIK 2
남,TOPIK 2
남,TOPIK 2
남매,TOPIK 2
남미,TOPIK 2
남부,TOPIK 2
남북,TOPIK 2
낭비,TOPIK 2
낮추다,TOPIK 2
낯설다,TOPIK 2
낳다,TOPIK 2
내,TOPIK 1
내내,TOPIK 2
내놓다,TOPIK 2
내다보다,TOPIK 2
내달,TOPIK 2
내려놓다,TOPIK 2
내려다보다,TOPIK 2
내려앉다,TOPIK 2
내밀다,TOPIK 2
내버리다,TOPIK 2
내보내다,TOPIK 2
내부,TOPIK 2
내성적,TOPIK 2
내세우다,TOPIK 2
내외,TOPIK 2
내주다,TOPIK 2
내쫓다,TOPIK 2
내후년,TOPIK 2
낼모레,TOPIK 2
냉동,TOPIK 2
냉방,TOPIK 2
냉수,TOPIK 2
냉정하다,TOPIK 2
너그럽다,TOPIK 2
너머,TOPIK 2
너무나,TOPIK 2
넉넉하다,TOPIK 2
널다,TOPIK 2
널리,TOPIK 2
넓어지다,TOPIK 2
넓이,TOPIK 2
넓히다,TOPIK 2
넘겨주다,TOPIK 2
넘기다,TOPIK 2
넘어가다,TOPIK 2
넘어뜨리다,TOPIK 2
넘어서다,TOPIK 2
넘어오다,TOPIK 2
넘치다,TOPIK 2
네모,TOPIK 2
네티즌,TOPIK 2
녀석,TOPIK 2
년대,TOPIK 2
년도,TOPIK 2
노동,TOPIK 2
노동자,TOPIK 2
노랑,TOPIK 2
노려보다,TOPIK 2
노선,TOPIK 2
노선도,TOPIK 2
노약자,TOPIK 2
노트북,TOPIK 2
녹다,TOPIK 2
녹음,TOPIK 2
녹음기,TOPIK 2
녹이다,TOPIK 2
녹화,TOPIK 2
논리,TOPIK 2
논리적,TOPIK 2
논의,TOPIK 2
논쟁,TOPIK 2
놀랍다,TOPIK 2
놀리다,TOPIK 2
놀이공원,TOPIK 2
놀이터,TOPIK 2
농민,TOPIK 2
농부,TOPIK 2
농사,TOPIK 2
농사일,TOPIK 2
농산물,TOPIK 2
농업,TOPIK 2
농촌,TOPIK 2
높아지다,TOPIK 2
높이다,TOPIK 2
높임말,TOPIK 2
